flight_no,date_and_time_utc,version_booster,launch_site,payload,payload_mass,orbit,customer,launch_outcome,booster_landing,date_parsable,year,month,day,hour,rocket_type,is_future,days_since_last_launch,is_starlink,booster_reuse_count,launch_site_encoded,payload_mass_category,is_crew_mission,orbit_type_encoded,is_night_launch,cumulative_launch_count,customer_type,launch_success_rate_rolling,booster_landing_success_rate,latitude,longitude
296,1/30/2024 17:07,F9B5B1077‑10,"Cape Canaveral,Slc‑40",Crs Ng-20,3726,Leo(Iss),Northrop Grumman(Crs),Success,Success,TRUE,2024,1,30,17,Falcon 9,FALSE,1.4652778,FALSE,0,CC_SLC40,Light,FALSE,Low_Earth,FALSE,101,Commercial,1,1,28.562,-80.5772
297,2/8/2024 6:33,F9B5B1081‑4,"Cape Canaveral,Slc‑40",Pace,1694,Sso,Nasa(Lsp),Success,Success,TRUE,2024,2,8,6,Falcon 9,FALSE,8.559722,FALSE,0,CC_SLC40,Light,FALSE,Low_Earth,TRUE,102,Government,1,1,28.562,-80.5772
298,2/10/2024 0:34,F9B5B1071‑14,"Vandenberg,Slc‑4E",Starlink:Group 7-13(22Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,2,10,0,Falcon 9,FALSE,1.7506944,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,103,Internal,1,1,34.632,-120.6108
299,2/14/2024 22:30,F9B5B1078‑7,"Cape Canaveral,Slc‑40",Ussf-124 (6Satellites),16300,Leo,Ussf/Sda,Success,Success,TRUE,2024,2,14,22,Falcon 9,FALSE,4.913889,FALSE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,104,Commercial,1,1,28.562,-80.5772
300,2/15/2024 6:05,F9B5B1060‑18,"Kennedy,Lc‑39A",Im-1Nova-Codysseuslander,1931,Tli,Nasa(Clps) /Intuitive Machines,Success,Success,TRUE,2024,2,15,6,Falcon 9,FALSE,0.3159722,FALSE,0,K_LC39A,Light,FALSE,Deep_Space,TRUE,105,Commercial,1,1,28.6082,-80.6041
301,2/15/2024 21:34,F9B5B1082‑2,"Vandenberg,Slc‑4E",Starlink:Group 7-14(22Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,2,15,21,Falcon 9,FALSE,0.64513886,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,106,Internal,1,1,34.632,-120.6108
302,2/20/2024 20:11,F9B5B1067‑17,"Cape Canaveral,Slc‑40",Telkomsat Hts 113Bt,4000,Gto,Telkom Indonesia,Success,Success,TRUE,2024,2,20,20,Falcon 9,FALSE,4.942361,FALSE,0,CC_SLC40,Light,FALSE,Geostationary,FALSE,107,Commercial,1,1,28.562,-80.5772
303,2/23/2024 4:11,F9B5B1061‑19,"Vandenberg,Slc‑4E",Starlink:Group 7-15(22Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,2,23,4,Falcon 9,FALSE,2.3333333,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,108,Internal,1,1,34.632,-120.6108
304,2/25/2024 22:06,F9B5B1069‑13,"Cape Canaveral,Slc‑40",Starlink:Group 6-39(24Satellites),17500,Leo,Spacex,Success,Success,TRUE,2024,2,25,22,Falcon 9,FALSE,2.7465277,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,109,Internal,1,1,28.562,-80.5772
305,2/29/2024 15:30,F9B5B1076‑11,"Cape Canaveral,Slc‑40",Starlink:Group 6-40(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,2,29,15,Falcon 9,FALSE,3.725,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,110,Internal,1,1,28.562,-80.5772
306,3/4/2024 3:53,F9B5B1083‑1,"Kennedy,Lc‑39A",Crew-8(Crew Dragon C206.5Endeavour),13000,Leo(Iss),Nasa(Cts),Success,Success,TRUE,2024,3,4,3,Falcon 9,FALSE,3.5159721,FALSE,0,K_LC39A,Medium,TRUE,Low_Earth,TRUE,111,Government,1,1,28.6082,-80.6041
307,3/4/2024 22:05,F9B5B1081‑5,"Vandenberg,Slc‑4E",Transporter-10(53 Payload Smallsat Rideshare),16300,Sso,Various,Success,Success,TRUE,2024,3,4,22,Falcon 9,FALSE,0.7583333,FALSE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,112,Commercial,1,1,34.632,-120.6108
308,3/4/2024 23:56,F9B5B1073‑13,"Cape Canaveral,Slc‑40",Starlink:Group 6-41(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,3,4,23,Falcon 9,FALSE,0.077083334,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,113,Internal,1,1,28.562,-80.5772
309,3/10/2024 23:05,F9B5B1077‑11,"Cape Canaveral,Slc‑40",Starlink:Group 6-43(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,3,10,23,Falcon 9,FALSE,5.9645834,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,114,Internal,1,1,28.562,-80.5772
310,3/11/2024 4:09,F9B5B1063‑17,"Vandenberg,Slc‑4E",Starlink:Group 7-17(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,3,11,4,Falcon 9,FALSE,0.21111111,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,115,Internal,1,1,34.632,-120.6108
311,3/16/2024 0:21,F9B5B1062‑19,"Kennedy,Lc‑39A",Starlink:Group 6-44(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,3,16,0,Falcon 9,FALSE,4.8416667,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,TRUE,116,Internal,1,1,28.6082,-80.6041
312,3/19/2024 2:28,F9B5B1075‑10,"Vandenberg,Slc‑4E",Starlink:Group 7-16(20Satellites) + 2Starshieldsatellites,16300,Leo,Spacex,Success,Success,TRUE,2024,3,19,2,Falcon 9,FALSE,3.0881944,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,117,Internal,1,1,34.632,-120.6108
313,3/21/2024 20:55,F9B5B1080‑6,"Cape Canaveral,Slc‑40",Spacex Crs-30(Dragon C209.4),2721,Leo(Iss),Nasa(Crs),Success,Success,TRUE,2024,3,21,20,Falcon 9,FALSE,2.76875,FALSE,0,CC_SLC40,Light,FALSE,Low_Earth,FALSE,118,Government,1,1,28.562,-80.5772
314,3/24/2024 3:09,F9B5B1060‑19,"Kennedy,Lc‑39A",Starlink:Group 6-42(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,3,24,3,Falcon 9,FALSE,2.2597222,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,TRUE,119,Internal,1,1,28.6082,-80.6041
315,3/25/2024 23:42,F9B5B1078‑8,"Cape Canaveral,Slc‑40",Starlink:Group 6-46(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,3,25,23,Falcon 9,FALSE,1.85625,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,120,Internal,1,1,28.562,-80.5772
316,3/30/2024 21:52,F9B5B1076‑12,"Kennedy,Lc‑39A",Eutelsat 36D,5000,Gto,Eutelsat,Success,Success,TRUE,2024,3,30,21,Falcon 9,FALSE,4.923611,FALSE,0,K_LC39A,Light,FALSE,Geostationary,FALSE,121,Commercial,1,1,28.6082,-80.6041
317,3/31/2024 1:30,F9B5B1067‑18,"Cape Canaveral,Slc‑40",Starlink:Group 6-45(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,3,31,1,Falcon 9,FALSE,0.15138888,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,122,Internal,1,1,28.562,-80.5772
318,4/2/2024 2:30,F9B5B1071‑15,"Vandenberg,Slc‑4E",Starlink:Group 7-18(22Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,4,2,2,Falcon 9,FALSE,2.0416667,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,123,Internal,1,1,34.632,-120.6108
319,4/5/2024 9:12,F9B5B1069‑14,"Cape Canaveral,Slc‑40",Starlink:Group 6-47(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,4,5,9,Falcon 9,FALSE,3.2791667,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,124,Internal,1,1,28.562,-80.5772
320,4/7/2024 2:25,F9B5B1081‑6,"Vandenberg,Slc‑4E",Starlink:Group 8-1(21Satellites),16800,Leo,Spacex,Success,Success,TRUE,2024,4,7,2,Falcon 9,FALSE,1.7173611,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,125,Internal,1,1,34.632,-120.6108
321,4/7/2024 23:16,F9B5B1073‑14,"Kennedy,Lc‑39A",Bandwagon-1(11 Payload Smallsat Rideshare),16300,Leo,Various,Success,Success,TRUE,2024,4,7,23,Falcon 9,FALSE,0.86875,FALSE,0,K_LC39A,Heavy,FALSE,Low_Earth,TRUE,126,Commercial,1,1,28.6082,-80.6041
322,4/10/2024 5:40,F9B5B1083‑2,"Cape Canaveral,Slc‑40",Starlink:Group 6-48(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,4,10,5,Falcon 9,FALSE,2.2666667,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,127,Internal,1,1,28.562,-80.5772
323,4/11/2024 14:25,F9B5B1082‑3,"Vandenberg,Slc‑4E",Ussf-62 (Wsf-M 1),1200,Sso,Ussf,Success,Success,TRUE,2024,4,11,14,Falcon 9,FALSE,1.3645834,FALSE,0,V_SLC4E,Light,FALSE,Low_Earth,FALSE,128,Government,1,1,34.632,-120.6108
324,4/13/2024 1:40,F9B5B1062‑20,"Cape Canaveral,Slc‑40",Starlink:Group 6-49(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,4,13,1,Falcon 9,FALSE,1.46875,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,129,Internal,1,1,28.562,-80.5772
325,4/17/2024 21:26,F9B5B1077‑12,"Kennedy,Lc‑39A",Starlink:Group 6-51(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,4,17,21,Falcon 9,FALSE,4.8236113,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,FALSE,130,Internal,1,1,28.6082,-80.6041
326,4/18/2024 22:40,F9B5B1080‑7,"Cape Canaveral,Slc‑40",Starlink:Group 6-52(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,4,18,22,Falcon 9,FALSE,1.0513889,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,131,Internal,1,1,28.562,-80.5772
327,4/23/2024 22:17,F9B5B1078‑9,"Cape Canaveral,Slc‑40",Starlink:Group 6-53(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,4,23,22,Falcon 9,FALSE,4.984028,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,132,Internal,1,1,28.562,-80.5772
328,4/28/2024 0:34,F9B5B1060‑20,"Kennedy,Lc‑39A",Galileo-L12 (Foc Fm25 & Fm27),1600,Meo,Esa,Success,No Attempt,TRUE,2024,4,28,0,Falcon 9,FALSE,4.095139,FALSE,0,K_LC39A,Light,FALSE,Medium_Earth,TRUE,133,Commercial,1,1,28.6082,-80.6041
329,4/28/2024 22:08,F9B5B1076‑13,"Cape Canaveral,Slc‑40",Starlink:Group 6-54(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,4,28,22,Falcon 9,FALSE,0.8986111,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,134,Internal,1,1,28.562,-80.5772
330,5/2/2024 18:36,F9B5B1061‑20,"Vandenberg,Slc‑4E",Worldview Legion1 & 2,1500,Sso,Maxar Technologies,Success,Success,TRUE,2024,5,2,18,Falcon 9,FALSE,3.8527777,FALSE,0,V_SLC4E,Light,FALSE,Low_Earth,FALSE,135,Commercial,1,1,34.632,-120.6108
331,5/3/2024 2:37,F9B5B1067‑19,"Cape Canaveral,Slc‑40",Starlink:Group 6-55(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,5,3,2,Falcon 9,FALSE,0.33402777,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,136,Internal,1,1,28.562,-80.5772
332,5/6/2024 18:14,F9B5B1069‑15,"Cape Canaveral,Slc‑40",Starlink:Group 6-57(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,5,6,18,Falcon 9,FALSE,3.6506944,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,137,Internal,1,1,28.562,-80.5772
333,5/8/2024 18:42,F9B5B1083‑3,"Kennedy,Lc‑39A",Starlink:Group 6-56(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,5,8,18,Falcon 9,FALSE,2.0194445,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,FALSE,138,Internal,1,1,28.6082,-80.6041
334,5/10/2024 4:30,F9B5B1082‑4,"Vandenberg,Slc‑4E",Starlink:Group 8-2(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,5,10,4,Falcon 9,FALSE,1.4083333,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,139,Internal,1,1,34.632,-120.6108
335,5/13/2024 0:53,F9B5B1073‑15,"Cape Canaveral,Slc‑40",Starlink:Group 6-58(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,5,13,0,Falcon 9,FALSE,2.8493056,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,140,Internal,1,1,28.562,-80.5772
336,5/14/2024 18:39,F9B5B1063‑18,"Vandenberg,Slc‑4E",Starlink:Group 8-7(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,5,14,18,Falcon 9,FALSE,1.7402778,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,141,Internal,1,1,34.632,-120.6108
337,5/18/2024 0:32,F9B5B1062‑21,"Cape Canaveral,Slc‑40",Starlink:Group 6-59(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,5,18,0,Falcon 9,FALSE,3.245139,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,142,Internal,1,1,28.562,-80.5772
338,5/22/2024 8:00,F9B5B1071‑16,"Vandenberg,Slc‑4E",Nrol-146 (21Starshieldsatellites),16300,Sso,Northrop Grumman/Nro,Success,Success,TRUE,2024,5,22,8,Falcon 9,FALSE,4.311111,FALSE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,143,Commercial,1,1,34.632,-120.6108
339,5/23/2024 2:35,F9B5B1080‑8,"Cape Canaveral,Slc‑40",Starlink:Group 6-62(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,5,23,2,Falcon 9,FALSE,0.7743056,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,144,Internal,1,1,28.562,-80.5772
340,5/24/2024 2:45,F9B5B1077‑13,"Kennedy,Lc‑39A",Starlink:Group 6-63(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,5,24,2,Falcon 9,FALSE,1.0069444,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,TRUE,145,Internal,1,1,28.6082,-80.6041
341,5/28/2024 14:24,F9B5B1078‑10,"Cape Canaveral,Slc‑40",Starlink:Group 6-60(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,5,28,14,Falcon 9,FALSE,4.485417,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,146,Internal,1,1,28.562,-80.5772
342,5/28/2024 22:20,F9B5B1081‑7,"Vandenberg,Slc‑4E",Earthcare,2350,Sso,Esa,Success,Success,TRUE,2024,5,28,22,Falcon 9,FALSE,0.33055556,FALSE,0,V_SLC4E,Light,FALSE,Low_Earth,FALSE,147,Commercial,1,1,34.632,-120.6108
343,6/1/2024 2:37,F9B5B1076‑14,"Cape Canaveral,Slc‑40",Starlink:Group 6-64(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,6,1,2,Falcon 9,FALSE,3.1784723,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,148,Internal,1,1,28.562,-80.5772
344,6/5/2024 2:16,F9B5B1067‑20,"Cape Canaveral,Slc‑40",Starlink:Group 8-5(23Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,6,5,2,Falcon 9,FALSE,3.9854167,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,149,Internal,1,1,28.562,-80.5772
345,6/8/2024 1:56,F9B5B1069‑16,"Cape Canaveral,Slc‑40",Starlink:Group 10-1(22Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,6,8,1,Falcon 9,FALSE,2.9861112,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,150,Internal,1,1,28.562,-80.5772
346,6/8/2024 12:58,F9B5B1061‑21,"Vandenberg,Slc‑4E",Starlink:Group 8-8(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,6,8,12,Falcon 9,FALSE,0.45972222,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,151,Internal,1,1,34.632,-120.6108
347,6/19/2024 3:40,F9B5B1082‑5,"Vandenberg,Slc‑4E",Starlink:Group 9-1(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,6,19,3,Falcon 9,FALSE,10.6125,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,152,Internal,1,1,34.632,-120.6108
348,6/20/2024 21:35,F9B5B1080‑9,"Cape Canaveral,Slc‑40",Astra 1P,5000,Gto,Ses,Success,Success,TRUE,2024,6,20,21,Falcon 9,FALSE,1.7465278,FALSE,0,CC_SLC40,Light,FALSE,Geostationary,FALSE,153,Commercial,1,1,28.562,-80.5772
349,6/23/2024 17:15,F9B5B1078‑11,"Cape Canaveral,Slc‑40",Starlink:Group 10-2(22Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,6,23,17,Falcon 9,FALSE,2.8194444,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,154,Internal,1,1,28.562,-80.5772
350,6/24/2024 3:47,F9B5B1075‑11,"Vandenberg,Slc‑4E",Starlink:Group 9-2(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,6,24,3,Falcon 9,FALSE,0.43888888,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,155,Internal,1,1,34.632,-120.6108
351,6/27/2024 11:14,F9B5B1062‑22,"Cape Canaveral,Slc‑40",Starlink:Group 10-3(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,6,27,11,Falcon 9,FALSE,3.3104167,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,156,Internal,1,1,28.562,-80.5772
352,6/29/2024 3:14,F9B5B1081‑8,"Vandenberg,Slc‑4E",Nrol-186 (~21Starshieldsatellites),16300,Sso,Nro,Success,Success,TRUE,2024,6,29,3,Falcon 9,FALSE,1.6666666,FALSE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,157,Government,1,1,34.632,-120.6108
353,7/3/2024 8:55,F9B5B1073‑16,"Cape Canaveral,Slc‑40",Starlink:Group 8-9(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,7,3,8,Falcon 9,FALSE,4.2368054,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,158,Internal,1,1,28.562,-80.5772
354,7/8/2024 23:30,F9B5B1076‑15,"Cape Canaveral,Slc‑40",Türksat 6A,4250,Gto,Türksat,Success,Success,TRUE,2024,7,8,23,Falcon 9,FALSE,5.607639,FALSE,0,CC_SLC40,Light,FALSE,Geostationary,TRUE,159,Commercial,1,1,28.562,-80.5772
355,7/12/2024 2:35,F9B5B1063‑19,"Vandenberg,Slc‑4E",Starlink:Group 9-3(20Satellites),16300,Leo,Spacex,Failure,Success,TRUE,2024,7,12,2,Falcon 9,FALSE,3.1284723,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,160,Internal,1,1,34.632,-120.6108
356,7/27/2024 5:45,F9B5B1069‑17,"Kennedy,Lc‑39A",Starlink:Group 10-9(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,7,27,5,Falcon 9,FALSE,15.131945,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,TRUE,161,Internal,0.9,1,28.6082,-80.6041
357,7/28/2024 5:09,F9B5B1077‑14,"Cape Canaveral,Slc‑40",Starlink:Group 10-4(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,7,28,5,Falcon 9,FALSE,0.975,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,162,Internal,0.9,1,28.562,-80.5772
358,7/28/2024 9:22,F9B5B1071‑17,"Vandenberg,Slc‑4E",Starlink:Group 9-4(21Satellites),16500,Leo,Spacex,Success,Success,TRUE,2024,7,28,9,Falcon 9,FALSE,0.17569445,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,163,Internal,0.9,1,34.632,-120.6108
359,8/2/2024 5:01,F9B5B1078‑12,"Kennedy,Lc‑39A",Starlink:Group 10-6(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,8,2,5,Falcon 9,FALSE,4.81875,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,TRUE,164,Internal,0.9,1,28.6082,-80.6041
360,8/4/2024 7:24,F9B5B1082‑6,"Vandenberg,Slc‑4E",Starlink:Group 11-1(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,8,4,7,Falcon 9,FALSE,2.0993056,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,165,Internal,0.9,1,34.632,-120.6108
361,8/4/2024 15:02,F9B5B1080‑10,"Cape Canaveral,Slc‑40",Crs Ng-21,3857,Leo(Iss),Northrop Grumman(Crs),Success,Success,TRUE,2024,8,4,15,Falcon 9,FALSE,0.31805557,FALSE,0,CC_SLC40,Light,FALSE,Low_Earth,FALSE,166,Commercial,0.9,1,28.562,-80.5772
362,8/10/2024 12:50,F9B5B1067‑21,"Cape Canaveral,Slc‑40",Starlink:Group 8-3(21Satellites),16500,Leo,Spacex,Success,Success,TRUE,2024,8,10,12,Falcon 9,FALSE,5.9083333,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,167,Internal,0.9,1,28.562,-80.5772
363,8/12/2024 2:02,F9B5B1061‑22,"Vandenberg,Slc‑4E",Asbm1(Gx10A) &Asbm2(Gx10B),7230,Molniya,Space Norway,Success,Success,TRUE,2024,8,12,2,Falcon 9,FALSE,1.55,FALSE,0,V_SLC4E,Medium,FALSE,Low_Earth,TRUE,168,Commercial,0.9,1,34.632,-120.6108
364,8/12/2024 10:37,F9B5B1073‑17,"Kennedy,Lc‑39A",Starlink:Group 10-7(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,8,12,10,Falcon 9,FALSE,0.3576389,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,FALSE,169,Internal,0.9,1,28.6082,-80.6041
365,8/15/2024 13:00,F9B5B1076‑16,"Cape Canaveral,Slc‑40",Worldview Legion3 & 4,1500,Leo,Maxar Technologies,Success,Success,TRUE,2024,8,15,13,Falcon 9,FALSE,3.0993056,FALSE,0,CC_SLC40,Light,FALSE,Low_Earth,FALSE,170,Commercial,0.9,1,28.562,-80.5772
366,8/16/2024 18:56,F9B5B1075‑12,"Vandenberg,Slc‑4E",Transporter-11(116 Payload Smallsat Rideshare),16300,Sso,Various,Success,Success,TRUE,2024,8,16,18,Falcon 9,FALSE,1.2472222,FALSE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,171,Commercial,1,1,34.632,-120.6108
367,8/20/2024 13:20,F9B5B1085‑1,"Cape Canaveral,Slc‑40",Starlink:Group 10-5(23 Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,8,20,13,Falcon 9,FALSE,3.7666667,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,172,Internal,1,1,28.562,-80.5772
368,8/28/2024 7:48,F9B5B1062‑23,"Cape Canaveral,Slc‑40",Starlink:Group 8-6(21 Satellites),16700,Leo,Spacex,Success,Failure,TRUE,2024,8,28,7,Falcon 9,FALSE,7.7694445,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,173,Internal,1,1,28.562,-80.5772
369,8/31/2024 7:43,F9B5B1069‑18,"Cape Canaveral,Slc‑40",Starlink:Group 8-10(21 Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,8,31,7,Falcon 9,FALSE,2.9965277,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,174,Internal,1,1,28.562,-80.5772
370,8/31/2024 8:48,F9B5B1081‑9,"Vandenberg,Slc‑4E",Starlink:Group 9-5(21 Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,8,31,8,Falcon 9,FALSE,0.045138888,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,175,Internal,1,1,34.632,-120.6108
371,9/5/2024 15:33,F9B5B1077‑15,"Cape Canaveral,Slc‑40",Starlink:Group 8-11(21 Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,9,5,15,Falcon 9,FALSE,5.28125,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,176,Internal,1,1,28.562,-80.5772
372,9/6/2024 3:20,F9B5B1063‑20,"Vandenberg,Slc‑4E",Nrol-113 (21Starshieldsatellites),16300,Leo,Nro,Success,Success,TRUE,2024,9,6,3,Falcon 9,FALSE,0.49097222,FALSE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,177,Government,1,1,34.632,-120.6108
373,9/10/2024 9:23,F9B5B1083‑4,"Kennedy,Lc‑39A",Polaris Dawn(Crew Dragon C207.3Resilience),13000,Leo,Polaris Program,Success,Success,TRUE,2024,9,10,9,Falcon 9,FALSE,4.2520833,FALSE,0,K_LC39A,Medium,TRUE,Low_Earth,TRUE,178,Commercial,1,1,28.6082,-80.6041
374,9/12/2024 8:52,F9B5B1078‑13,"Cape Canaveral,Slc‑40",Bluebird Block 1 (5 Satellites),7500,Leo,Ast Spacemobile,Success,Success,TRUE,2024,9,12,8,Falcon 9,FALSE,1.9784722,FALSE,0,CC_SLC40,Medium,FALSE,Low_Earth,TRUE,179,Commercial,1,1,28.562,-80.5772
375,9/13/2024 1:45,F9B5B1071‑18,"Vandenberg,Slc‑4E",Starlink:Group 9-6(21Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,9,13,1,Falcon 9,FALSE,0.7034722,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,180,Internal,1,1,34.632,-120.6108
376,9/17/2024 22:50,F9B5B1067‑22,"Cape Canaveral,Slc‑40",Galileo-L13 (Foc Fm26 & Fm32),1600,Meo,Esa,Success,Success,TRUE,2024,9,17,22,Falcon 9,FALSE,4.8784723,FALSE,0,CC_SLC40,Light,FALSE,Medium_Earth,TRUE,181,Commercial,1,1,28.562,-80.5772
377,9/20/2024 13:50,F9B5B1075‑13,"Vandenberg,Slc‑4E",Starlink:Group 9-17(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,9,20,13,Falcon 9,FALSE,2.625,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,182,Internal,1,1,34.632,-120.6108
378,9/25/2024 4:01,F9B5B1081‑10,"Vandenberg,Slc‑4E",Starlink:Group 9-8(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,9,25,4,Falcon 9,FALSE,4.5909724,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,183,Internal,1,1,34.632,-120.6108
